FECHA;DÍA_SEMANA;DEMANDA
17/5/22;martes;1.853.063
18/5/22;miércoles;1.921.105
19/5/22;jueves;1.917.626
20/5/22;viernes;1.966.876
21/5/22;sábado;1.236.373
22/5/22;domingo;910.402
23/5/22;lunes;1.789.163
24/5/22;martes;1.866.424
25/5/22;miércoles;1.911.960
26/5/22;jueves;1.929.134
27/5/22;viernes;1.976.569
28/5/22;sábado;1.330.875
29/5/22;domingo;1.048.077
30/5/22;lunes;1.768.804
31/5/22;martes;1.855.063
1/6/22;miércoles;1.925.523
2/6/22;jueves;1.903.963
3/6/22;viernes;1.935.592
4/6/22;sábado;1.291.689
5/6/22;domingo;971.067
6/6/22;lunes;1.758.842
7/6/22;martes;1.828.148
8/6/22;miércoles;1.867.492
9/6/22;jueves;1.918.061
10/6/22;viernes;1.893.710
11/6/22;sábado;1.181.782
12/6/22;domingo;902.508
13/6/22;lunes;1.732.446
14/6/22;martes;1.798.914
15/6/22;miércoles;1.816.681
16/6/22;jueves;1.801.507
17/6/22;viernes;1.793.437
18/6/22;sábado;1.128.556
19/6/22;domingo;894.341
20/6/22;lunes;1.709.810
21/6/22;martes;1.789.747
22/6/22;miércoles;1.814.066
23/6/22;jueves;1.811.766
24/6/22;viernes;1.812.440
25/6/22;sábado;1.169.026
26/6/22;domingo;928.736
27/6/22;lunes;1.676.631
28/6/22;martes;1.729.252
29/6/22;miércoles;1.718.706
30/6/22;jueves;1.695.893
1/7/22;viernes;1.714.185
2/7/22;sábado;1.110.726
3/7/22;domingo;872.759
4/7/22;lunes;1.606.911
5/7/22;martes;1.680.135
6/7/22;miércoles;1.737.641
7/7/22;jueves;1.739.770
8/7/22;viernes;1.713.951
9/7/22;sábado;1.215.461
10/7/22;domingo;859.851
11/7/22;lunes;1.530.261
12/7/22;martes;1.582.686
13/7/22;miércoles;1.598.287
14/7/22;jueves;1.570.009
15/7/22;viernes;1.518.025
16/7/22;sábado;952.127
17/7/22;domingo;764.043
18/7/22;lunes;1.440.862
19/7/22;martes;1.514.362
20/7/22;miércoles;1.520.075
21/7/22;jueves;1.479.784
22/7/22;viernes;1.402.653
23/7/22;sábado;875.584
24/7/22;domingo;708.432
25/7/22;lunes;748.725
26/7/22;martes;1.409.695
27/7/22;miércoles;1.446.375
28/7/22;jueves;1.437.197
29/7/22;viernes;1.397.686
30/7/22;sábado;883.914
31/7/22;domingo;726.704
1/8/22;lunes;1.207.774
2/8/22;martes;1.229.273
3/8/22;miércoles;1.235.071
4/8/22;jueves;1.217.197
5/8/22;viernes;1.191.529
6/8/22;sábado;822.372
7/8/22;domingo;663.805
8/8/22;lunes;1.094.532
9/8/22;martes;1.129.987
10/8/22;miércoles;1.139.092
11/8/22;jueves;1.121.639
12/8/22;viernes;1.090.118
13/8/22;sábado;738.591
14/8/22;domingo;663.450
15/8/22;lunes;667.350
16/8/22;martes;1.058.244
17/8/22;miércoles;1.083.789
18/8/22;jueves;1.088.431
19/8/22;viernes;1.077.538
20/8/22;sábado;763.279
21/8/22;domingo;670.092
22/8/22;lunes;1.078.476
23/8/22;martes;1.123.292
24/8/22;miércoles;1.146.362
25/8/22;jueves;1.150.015
26/8/22;viernes;1.143.911
27/8/22;sábado;823.440
28/8/22;domingo;694.879
29/8/22;lunes;1.194.334
30/8/22;martes;1.279.811
31/8/22;miércoles;1.320.521
1/9/22;jueves;1.523.575
2/9/22;viernes;1.566.537
3/9/22;sábado;1.108.337
4/9/22;domingo;906.879
5/9/22;lunes;1.673.810
6/9/22;martes;1.751.534
7/9/22;miércoles;1.814.836
8/9/22;jueves;1.838.723
9/9/22;viernes;1.872.814
10/9/22;sábado;1.210.594
11/9/22;domingo;1.018.710
12/9/22;lunes;1.830.377
13/9/22;martes;1.908.133
14/9/22;miércoles;1.990.864
15/9/22;jueves;1.996.397
16/9/22;viernes;2.025.078
17/9/22;sábado;1.267.621
18/9/22;domingo;1.019.621
19/9/22;lunes;1.888.503
20/9/22;martes;2.005.609
21/9/22;miércoles;2.040.418
22/9/22;jueves;2.065.571
23/9/22;viernes;2.100.649
24/9/22;sábado;1.354.281
25/9/22;domingo;1.008.900
26/9/22;lunes;1.962.248
27/9/22;martes;2.043.404
28/9/22;miércoles;2.087.494
29/9/22;jueves;2.097.948
30/9/22;viernes;2.174.158
1/10/22;sábado;1.374.937
2/10/22;domingo;1.098.704
3/10/22;lunes;2.006.636
4/10/22;martes;2.149.284
5/10/22;miércoles;2.194.744
6/10/22;jueves;2.176.753
7/10/22;viernes;2.190.373
8/10/22;sábado;1.425.455
9/10/22;domingo;1.105.653
10/10/22;lunes;2.000.492
11/10/22;martes;2.207.106
12/10/22;miércoles;1.319.639
13/10/22;jueves;2.090.003
14/10/22;viernes;2.162.694
15/10/22;sábado;1.369.511
16/10/22;domingo;1.042.210
17/10/22;lunes;2.016.357
18/10/22;martes;2.139.824
19/10/22;miércoles;2.138.181
20/10/22;jueves;2.143.154
21/10/22;viernes;2.200.047
22/10/22;sábado;1.445.815
23/10/22;domingo;1.002.787
24/10/22;lunes;2.042.552
25/10/22;martes;2.132.956
26/10/22;miércoles;2.212.228
27/10/22;jueves;2.166.630
28/10/22;viernes;2.197.036
29/10/22;sábado;1.399.314
30/10/22;domingo;1.164.046
31/10/22;lunes;1.760.882
1/11/22;martes;1.003.866
2/11/22;miércoles;2.154.633
3/11/22;jueves;2.181.334
4/11/22;viernes;2.236.790
5/11/22;sábado;1.435.472
6/11/22;domingo;1.073.297
7/11/22;lunes;2.061.885
8/11/22;martes;2.220.738
9/11/22;miércoles;1.181.138
10/11/22;jueves;2.207.742
11/11/22;viernes;2.224.172
12/11/22;sábado;1.376.978
13/11/22;domingo;1.177.223
14/11/22;lunes;2.060.723
15/11/22;martes;2.145.743
16/11/22;miércoles;2.194.695
17/11/22;jueves;2.201.942
18/11/22;viernes;2.281.973
19/11/22;sábado;1.474.343
20/11/22;domingo;1.067.975
21/11/22;lunes;2.046.260
22/11/22;martes;2.147.064
23/11/22;miércoles;2.162.657
24/11/22;jueves;2.273.825
25/11/22;viernes;2.370.749
26/11/22;sábado;1.583.404
27/11/22;domingo;1.146.575
28/11/22;lunes;2.093.361
29/11/22;martes;2.167.511
30/11/22;miércoles;2.209.595
1/12/22;jueves;2.241.097
2/12/22;viernes;2.278.008
3/12/22;sábado;1.524.308
4/12/22;domingo;1.126.144
5/12/22;lunes;1.798.391
6/12/22;martes;1.128.357
7/12/22;miércoles;1.898.990
8/12/22;jueves;1.073.926
9/12/22;viernes;1.975.734
10/12/22;sábado;1.546.319
11/12/22;domingo;995.696
12/12/22;lunes;2.065.939
13/12/22;martes;2.139.639
14/12/22;miércoles;2.207.941
15/12/22;jueves;2.245.720
16/12/22;viernes;2.381.518
17/12/22;sábado;1.747.737
18/12/22;domingo;1.230.413
19/12/22;lunes;2.140.873
20/12/22;martes;2.216.330
21/12/22;miércoles;2.281.969
22/12/22;jueves;2.186.117
23/12/22;viernes;1.872.823
24/12/22;sábado;846.405
25/12/22;domingo;650.080
26/12/22;lunes;1.160.089
27/12/22;martes;1.781.695
28/12/22;miércoles;1.834.972
29/12/22;jueves;1.818.171
30/12/22;viernes;1.762.461
31/12/22;sábado;1.042.777
1/1/23;domingo;685.684
2/1/23;lunes;1.581.661
3/1/23;martes;1.781.186
4/1/23;miércoles;1.846.531
5/1/23;jueves;1.842.966
6/1/23;viernes;894.382
7/1/23;sábado;1.257.660
8/1/23;domingo;977.910
9/1/23;lunes;1.941.128
10/1/23;martes;2.018.250
11/1/23;miércoles;2.062.881
12/1/23;jueves;2.080.654
13/1/23;viernes;2.162.687
14/1/23;sábado;1.428.270
15/1/23;domingo;1.021.255
16/1/23;lunes;1.992.037
17/1/23;martes;2.064.856
18/1/23;miércoles;2.120.175
19/1/23;jueves;2.155.218
20/1/23;viernes;2.226.792
21/1/23;sábado;1.616.122
22/1/23;domingo;1.115.808
23/1/23;lunes;2.042.669
24/1/23;martes;2.123.716
25/1/23;miércoles;2.152.328
26/1/23;jueves;2.214.718
27/1/23;viernes;2.180.472
28/1/23;sábado;1.477.965
29/1/23;domingo;1.124.644
30/1/23;lunes;2.069.172
31/1/23;martes;2.154.530
1/2/23;miércoles;2.227.992
2/2/23;jueves;2.252.162
3/2/23;viernes;2.288.146
4/2/23;sábado;1.542.933
5/2/23;domingo;1.143.835
6/2/23;lunes;2.124.266
7/2/23;martes;2.210.349
8/2/23;miércoles;2.241.168
9/2/23;jueves;2.247.684
10/2/23;viernes;2.319.375
11/2/23;sábado;1.534.496
12/2/23;domingo;1.239.238
13/2/23;lunes;2.124.337
14/2/23;martes;2.285.902
15/2/23;miércoles;2.263.581
16/2/23;jueves;2.270.821
17/2/23;viernes;2.298.769
18/2/23;sábado;1.523.780
19/2/23;domingo;1.178.459
20/2/23;lunes;2.127.223
21/2/23;martes;2.213.414
22/2/23;miércoles;2.252.200
23/2/23;jueves;2.300.710
24/2/23;viernes;2.177.381
25/2/23;sábado;1.545.510
26/2/23;domingo;1.190.953
27/2/23;lunes;1.978.790
28/2/23;martes;2.226.948
1/3/23;miércoles;2.262.138
2/3/23;jueves;2.297.067
3/3/23;viernes;2.322.129
4/3/23;sábado;1.586.337
5/3/23;domingo;1.098.456
6/3/23;lunes;2.125.026
7/3/23;martes;2.224.215
8/3/23;miércoles;2.293.231
9/3/23;jueves;2.239.495
10/3/23;viernes;2.322.986
11/3/23;sábado;1.581.988
12/3/23;domingo;1.190.784
13/3/23;lunes;2.134.969
14/3/23;martes;2.238.356
15/3/23;miércoles;2.311.812
16/3/23;jueves;2.263.120
17/3/23;viernes;2.277.620
18/3/23;sábado;1.501.921
19/3/23;domingo;1.143.689
20/3/23;lunes;1.056.847
21/3/23;martes;2.192.589
22/3/23;miércoles;2.268.540
23/3/23;jueves;2.290.906
24/3/23;viernes;2.367.644
25/3/23;sábado;1.594.228
26/3/23;domingo;1.199.293
27/3/23;lunes;2.144.077
28/3/23;martes;2.259.452
29/3/23;miércoles;2.283.366
30/3/23;jueves;2.320.926
31/3/23;viernes;2.095.266
1/4/23;sábado;1.406.590
2/4/23;domingo;1.195.604
3/4/23;lunes;1.702.170
4/4/23;martes;1.714.146
5/4/23;miércoles;1.649.991
6/4/23;jueves;1.099.316
7/4/23;viernes;1.089.598
8/4/23;sábado;1.170.396
9/4/23;domingo;1.022.443
10/4/23;lunes;1.754.625
11/4/23;martes;2.179.178
12/4/23;miércoles;2.308.419
13/4/23;jueves;2.305.672
14/4/23;viernes;2.370.108
15/4/23;sábado;1.591.272
16/4/23;domingo;1.201.331
17/4/23;lunes;2.165.635
18/4/23;martes;2.265.823
19/4/23;miércoles;2.307.259
20/4/23;jueves;2.317.922
21/4/23;viernes;2.354.803
22/4/23;sábado;1.584.022
23/4/23;domingo;1.334.590
24/4/23;lunes;2.171.294
25/4/23;martes;2.272.945
26/4/23;miércoles;2.347.068
27/4/23;jueves;2.307.431
28/4/23;viernes;2.252.878
29/4/23;sábado;1.431.071
30/4/23;domingo;1.222.359
1/5/23;lunes;1.095.920
2/5/23;martes;1.075.225
3/5/23;miércoles;2.231.346
4/5/23;jueves;2.266.876
5/5/23;viernes;2.333.841
6/5/23;sábado;1.524.095
7/5/23;domingo;1.179.225
8/5/23;lunes;2.137.725
9/5/23;martes;2.278.102
10/5/23;miércoles;2.289.611
11/5/23;jueves;2.283.880
12/5/23;viernes;2.305.597
13/5/23;sábado;1.535.103
14/5/23;domingo;1.261.751
15/5/23;lunes;1.270.727
16/5/23;martes;2.151.442
17/5/23;miércoles;2.242.036
18/5/23;jueves;2.226.216
19/5/23;viernes;2.274.101
20/5/23;sábado;1.485.359
21/5/23;domingo;1.122.868
22/5/23;lunes;2.076.995
23/5/23;martes;2.162.488
24/5/23;miércoles;2.231.310
25/5/23;jueves;2.220.387
26/5/23;viernes;2.226.409
27/5/23;sábado;1.485.007
28/5/23;domingo;1.114.827
29/5/23;lunes;2.030.198
30/5/23;martes;2.143.713
31/5/23;miércoles;2.224.335
1/6/23;jueves;2.184.890
2/6/23;viernes;2.236.991
3/6/23;sábado;1.566.936
4/6/23;domingo;1.228.403
5/6/23;lunes;2.060.111
6/6/23;martes;2.166.539
7/6/23;miércoles;2.202.309
8/6/23;jueves;2.221.302
9/6/23;viernes;2.283.832
10/6/23;sábado;1.519.958
11/6/23;domingo;1.196.402
12/6/23;lunes;2.029.220
13/6/23;martes;2.119.024
14/6/23;miércoles;2.168.022
15/6/23;jueves;2.175.841
16/6/23;viernes;2.154.495
17/6/23;sábado;1.449.952
18/6/23;domingo;1.097.563
19/6/23;lunes;1.995.085
20/6/23;martes;2.099.487
21/6/23;miércoles;2.132.956
22/6/23;jueves;2.160.838
23/6/23;viernes;2.085.420
24/6/23;sábado;1.350.071
25/6/23;domingo;1.057.962
26/6/23;lunes;1.930.376
27/6/23;martes;1.988.658
28/6/23;miércoles;2.059.652
29/6/23;jueves;2.064.761
30/6/23;viernes;2.080.434
1/7/23;sábado;1.492.621
2/7/23;domingo;1.098.411
3/7/23;lunes;1.850.898
4/7/23;martes;1.907.155
5/7/23;miércoles;1.937.223
6/7/23;jueves;1.943.537
7/7/23;viernes;1.878.842
8/7/23;sábado;1.268.356
9/7/23;domingo;984.277
10/7/23;lunes;1.762.535
11/7/23;martes;1.818.676
12/7/23;miércoles;1.843.183
13/7/23;jueves;1.838.211
14/7/23;viernes;1.804.427
15/7/23;sábado;1.243.241
16/7/23;domingo;960.502
17/7/23;lunes;1.669.025
18/7/23;martes;1.754.997
19/7/23;miércoles;1.745.018
20/7/23;jueves;1.739.075
21/7/23;viernes;1.686.320
22/7/23;sábado;1.152.236
23/7/23;domingo;935.984
24/7/23;lunes;1.595.899
25/7/23;martes;1.651.766
26/7/23;miércoles;1.677.090
27/7/23;jueves;1.640.880
28/7/23;viernes;1.583.712
29/7/23;sábado;1.087.656
30/7/23;domingo;867.870
31/7/23;lunes;1.436.687
1/8/23;martes;1.417.900
2/8/23;miércoles;1.412.359
3/8/23;jueves;1.402.627
4/8/23;viernes;1.381.633
5/8/23;sábado;977.617
6/8/23;domingo;793.101
7/8/23;lunes;1.265.729
8/8/23;martes;1.291.204
9/8/23;miércoles;1.271.405
10/8/23;jueves;1.267.427
11/8/23;viernes;1.247.796
12/8/23;sábado;889.524
13/8/23;domingo;754.380
14/8/23;lunes;1.137.717
15/8/23;martes;810.744
16/8/23;miércoles;1.219.177
17/8/23;jueves;1.213.174
18/8/23;viernes;1.210.669
19/8/23;sábado;878.778
20/8/23;domingo;739.665
21/8/23;lunes;1.221.361
22/8/23;martes;1.244.390
23/8/23;miércoles;1.268.467
24/8/23;jueves;1.265.916
25/8/23;viernes;1.271.755
26/8/23;sábado;935.883
27/8/23;domingo;821.735
28/8/23;lunes;1.368.053
29/8/23;martes;1.450.578
30/8/23;miércoles;1.508.673
31/8/23;jueves;1.548.201
1/9/23;viernes;1.647.442
2/9/23;sábado;1.161.415
3/9/23;domingo;730.164
4/9/23;lunes;1.644.465
5/9/23;martes;1.879.932
6/9/23;miércoles;1.938.001
7/9/23;jueves;1.966.682
8/9/23;viernes;1.990.211
9/9/23;sábado;1.309.922
10/9/23;domingo;1.071.563
11/9/23;lunes;2.019.452
12/9/23;martes;2.082.566
13/9/23;miércoles;2.152.856
14/9/23;jueves;2.131.675
15/9/23;viernes;2.131.463
16/9/23;sábado;1.376.331
17/9/23;domingo;1.090.924
18/9/23;lunes;2.082.271
19/9/23;martes;2.180.588
20/9/23;miércoles;2.254.678
21/9/23;jueves;2.217.978
22/9/23;viernes;2.290.592
23/9/23;sábado;1.496.399
24/9/23;domingo;1.256.982
25/9/23;lunes;2.107.942
26/9/23;martes;2.197.540
27/9/23;miércoles;2.289.592
28/9/23;jueves;2.259.514
29/9/23;viernes;2.325.264
30/9/23;sábado;1.537.369
1/10/23;domingo;1.193.009
2/10/23;lunes;2.175.962
3/10/23;martes;2.307.348
4/10/23;miércoles;2.400.828
5/10/23;jueves;2.373.242
6/10/23;viernes;2.409.040
7/10/23;sábado;1.673.218
8/10/23;domingo;1.255.611
9/10/23;lunes;2.218.285
10/10/23;martes;2.322.792
11/10/23;miércoles;2.448.921
12/10/23;jueves;1.536.615
13/10/23;viernes;1.954.570
14/10/23;sábado;1.471.207
15/10/23;domingo;1.100.573
16/10/23;lunes;2.156.159
17/10/23;martes;2.262.592
18/10/23;miércoles;2.307.953
19/10/23;jueves;2.210.730
20/10/23;viernes;2.369.929
21/10/23;sábado;1.547.281
22/10/23;domingo;1.164.478
23/10/23;lunes;2.231.164
24/10/23;martes;2.320.055
25/10/23;miércoles;2.347.255
26/10/23;jueves;2.320.317
27/10/23;viernes;2.462.469
28/10/23;sábado;1.660.335
29/10/23;domingo;1.220.955
30/10/23;lunes;2.246.220
31/10/23;martes;2.560.399
1/11/23;miércoles;1.170.046
2/11/23;jueves;2.254.306
3/11/23;viernes;2.373.137
4/11/23;sábado;1.508.999
5/11/23;domingo;1.217.034
6/11/23;lunes;2.272.864
7/11/23;martes;2.414.631
8/11/23;miércoles;2.493.936
9/11/23;jueves;1.391.673
10/11/23;viernes;2.236.372
11/11/23;sábado;1.560.859
12/11/23;domingo;1.298.006
13/11/23;lunes;2.221.324
14/11/23;martes;2.323.616
15/11/23;miércoles;2.365.950
16/11/23;jueves;2.371.757
17/11/23;viernes;2.455.244
18/11/23;sábado;1.739.314
19/11/23;domingo;1.225.676
20/11/23;lunes;2.241.001
21/11/23;martes;2.355.780
22/11/23;miércoles;2.397.443
23/11/23;jueves;2.479.058
24/11/23;viernes;2.534.026
25/11/23;sábado;1.836.108
26/11/23;domingo;1.278.494
27/11/23;lunes;2.320.842
28/11/23;martes;2.387.645
29/11/23;miércoles;2.439.909
30/11/23;jueves;2.405.327
1/12/23;viernes;2.562.692
2/12/23;sábado;1.887.287
3/12/23;domingo;1.310.762
4/12/23;lunes;2.267.161
5/12/23;martes;2.447.870
6/12/23;miércoles;1.503.212
7/12/23;jueves;1.857.965
8/12/23;viernes;1.617.686
9/12/23;sábado;1.588.364
10/12/23;domingo;1.145.499
11/12/23;lunes;2.242.209
12/12/23;martes;2.370.074
13/12/23;miércoles;2.479.214
14/12/23;jueves;2.468.457
15/12/23;viernes;2.587.679
16/12/23;sábado;1.866.313
17/12/23;domingo;1.388.460
18/12/23;lunes;2.325.777
19/12/23;martes;2.424.413
20/12/23;miércoles;2.437.391
21/12/23;jueves;2.432.377
22/12/23;viernes;2.272.102
23/12/23;sábado;1.506.599
24/12/23;domingo;845.662
25/12/23;lunes;669.494
26/12/23;martes;1.782.567
27/12/23;miércoles;1.900.989
28/12/23;jueves;1.906.391
29/12/23;viernes;1.867.870
30/12/23;sábado;1.437.815
31/12/23;domingo;1.024.351
1/1/24;lunes;724.179
2/1/24;martes;1.723.388
3/1/24;miércoles;1.862.751
4/1/24;jueves;1.865.744
5/1/24;viernes;1.940.825
6/1/24;sábado;984.441
7/1/24;domingo;1.093.946
8/1/24;lunes;2.041.458
9/1/24;martes;2.124.018
10/1/24;miércoles;2.171.720
11/1/24;jueves;2.198.526
12/1/24;viernes;2.275.519
13/1/24;sábado;1.518.823
14/1/24;domingo;1.057.265
15/1/24;lunes;2.101.543
16/1/24;martes;2.187.259
17/1/24;miércoles;2.224.445
18/1/24;jueves;2.289.609
19/1/24;viernes;2.271.856
20/1/24;sábado;1.614.987
21/1/24;domingo;1.207.860
22/1/24;lunes;2.172.729
23/1/24;martes;2.269.893
24/1/24;miércoles;2.330.282
25/1/24;jueves;2.397.125
26/1/24;viernes;2.362.298
27/1/24;sábado;1.673.097
28/1/24;domingo;1.303.618
29/1/24;lunes;2.174.623
30/1/24;martes;2.326.674
31/1/24;miércoles;2.386.285
1/2/24;jueves;2.373.673
2/2/24;viernes;2.435.442
3/2/24;sábado;1.660.742
4/2/24;domingo;1.300.212
5/2/24;lunes;2.257.736
6/2/24;martes;2.355.884
7/2/24;miércoles;2.433.945
8/2/24;jueves;2.382.098
9/2/24;viernes;2.401.728
10/2/24;sábado;1.714.898
11/2/24;domingo;1.227.914
12/2/24;lunes;2.284.405
13/2/24;martes;2.365.280
14/2/24;miércoles;2.478.822
15/2/24;jueves;2.367.001
16/2/24;viernes;2.454.254
17/2/24;sábado;1.718.986
18/2/24;domingo;1.251.239
19/2/24;lunes;2.259.006
20/2/24;martes;2.362.038
21/2/24;miércoles;2.516.156
22/2/24;jueves;2.274.780
23/2/24;viernes;2.239.583
24/2/24;sábado;1.598.474
25/2/24;domingo;1.215.188
26/2/24;lunes;2.301.552
27/2/24;martes;2.379.233
28/2/24;miércoles;2.413.834
29/2/24;jueves;2.443.681
1/3/24;viernes;2.499.376
2/3/24;sábado;1.529.535
3/3/24;domingo;1.268.313
4/3/24;lunes;2.267.824
5/3/24;martes;2.385.148
6/3/24;miércoles;2.474.988
7/3/24;jueves;2.416.643
8/3/24;viernes;2.503.358
9/3/24;sábado;1.642.451
10/3/24;domingo;1.245.914
11/3/24;lunes;2.254.217
12/3/24;martes;2.364.834
13/3/24;miércoles;2.435.751
14/3/24;jueves;2.405.087
15/3/24;viernes;2.454.398
16/3/24;sábado;1.695.296
17/3/24;domingo;1.290.522
18/3/24;lunes;2.251.418
19/3/24;martes;2.333.536
20/3/24;miércoles;2.377.010
21/3/24;jueves;2.421.492
22/3/24;viernes;2.192.418
23/3/24;sábado;1.544.673
24/3/24;domingo;1.218.172
25/3/24;lunes;1.723.618
26/3/24;martes;1.837.898
27/3/24;miércoles;1.681.470
28/3/24;jueves;1.112.560
29/3/24;viernes;1.067.683
30/3/24;sábado;1.187.986
31/3/24;domingo;1.043.883
1/4/24;lunes;1.825.845
2/4/24;martes;2.275.089
3/4/24;miércoles;2.375.060
4/4/24;jueves;2.405.788
5/4/24;viernes;2.472.944
6/4/24;sábado;1.703.938
7/4/24;domingo;1.267.324
8/4/24;lunes;2.290.661
9/4/24;martes;2.448.572
10/4/24;miércoles;2.470.927
11/4/24;jueves;2.431.426
12/4/24;viernes;2.492.814
13/4/24;sábado;1.716.564
14/4/24;domingo;1.280.869
15/4/24;lunes;2.264.789
16/4/24;martes;2.367.763
17/4/24;miércoles;2.418.483
18/4/24;jueves;2.420.557
19/4/24;viernes;2.463.068
20/4/24;sábado;1.672.098
21/4/24;domingo;1.339.580
22/4/24;lunes;2.311.291
23/4/24;martes;2.419.797
24/4/24;miércoles;2.428.779
25/4/24;jueves;2.449.118
26/4/24;viernes;2.489.371
27/4/24;sábado;1.664.249
28/4/24;domingo;1.422.535
29/4/24;lunes;2.271.572
30/4/24;martes;2.401.874
1/5/24;miércoles;1.240.630
2/5/24;jueves;1.305.004
3/5/24;viernes;1.797.737
4/5/24;sábado;1.481.907
5/5/24;domingo;1.155.582
6/5/24;lunes;2.249.970
7/5/24;martes;2.370.281
8/5/24;miércoles;2.507.173
9/5/24;jueves;2.412.405
10/5/24;viernes;2.497.047
11/5/24;sábado;1.711.469
12/5/24;domingo;1.377.848
13/5/24;lunes;2.239.453
14/5/24;martes;2.509.185
15/5/24;miércoles;1.541.687
16/5/24;jueves;2.335.849
17/5/24;viernes;2.378.977
18/5/24;sábado;1.633.398
19/5/24;domingo;1.257.048
20/5/24;lunes;2.204.795
21/5/24;martes;2.310.070
22/5/24;miércoles;2.342.460
23/5/24;jueves;2.343.460
24/5/24;viernes;2.412.371
25/5/24;sábado;1.650.355
26/5/24;domingo;1.255.965
27/5/24;lunes;2.207.912
28/5/24;martes;2.309.454
29/5/24;miércoles;2.415.770
30/5/24;jueves;2.437.302
31/5/24;viernes;2.438.101
1/6/24;sábado;1.761.673
2/6/24;domingo;1.384.050
3/6/24;lunes;2.182.582
4/6/24;martes;2.292.745
5/6/24;miércoles;2.329.228
6/6/24;jueves;2.351.028
7/6/24;viernes;2.327.222
8/6/24;sábado;1.558.565
9/6/24;domingo;1.229.869
10/6/24;lunes;2.113.050
11/6/24;martes;2.275.110
12/6/24;miércoles;2.317.163
13/6/24;jueves;2.317.870
14/6/24;viernes;2.342.229
15/6/24;sábado;1.567.858
16/6/24;domingo;1.258.871
17/6/24;lunes;2.173.786
18/6/24;martes;2.235.446
19/6/24;miércoles;2.274.857
20/6/24;jueves;2.243.591
21/6/24;viernes;2.267.206
22/6/24;sábado;1.502.300
23/6/24;domingo;1.180.236
24/6/24;lunes;2.050.048
25/6/24;martes;2.141.018
26/6/24;miércoles;2.148.922
27/6/24;jueves;2.179.975
28/6/24;viernes;2.142.570
29/6/24;sábado;1.486.358
30/6/24;domingo;1.159.308
1/7/24;lunes;1.986.631
2/7/24;martes;2.059.374
3/7/24;miércoles;2.127.213
4/7/24;jueves;2.111.185
5/7/24;viernes;2.026.540
6/7/24;sábado;1.514.394
7/7/24;domingo;1.146.703
8/7/24;lunes;1.902.097
9/7/24;martes;1.987.153
10/7/24;miércoles;2.012.635
11/7/24;jueves;1.993.749
12/7/24;viernes;2.005.031
13/7/24;sábado;1.394.735
14/7/24;domingo;1.227.264
15/7/24;lunes;1.915.321
16/7/24;martes;1.950.631
17/7/24;miércoles;1.912.679
18/7/24;jueves;1.848.667
19/7/24;viernes;1.804.462
20/7/24;sábado;1.277.337
21/7/24;domingo;1.085.511
22/7/24;lunes;1.812.121
23/7/24;martes;1.853.498
24/7/24;miércoles;1.785.405
25/7/24;jueves;1.074.398
26/7/24;viernes;1.534.700
27/7/24;sábado;1.153.982
28/7/24;domingo;944.877
29/7/24;lunes;1.616.150
30/7/24;martes;1.689.064
31/7/24;miércoles;1.690.655
1/8/24;jueves;1.574.533
2/8/24;viernes;1.519.857
3/8/24;sábado;1.086.868
4/8/24;domingo;884.830
5/8/24;lunes;1.412.041
6/8/24;martes;1.437.138
7/8/24;miércoles;1.440.562
8/8/24;jueves;1.401.361
9/8/24;viernes;1.382.418
10/8/24;sábado;1.017.887
11/8/24;domingo;847.628
12/8/24;lunes;1.314.123
13/8/24;martes;1.338.635
14/8/24;miércoles;1.374.332
15/8/24;jueves;963.481
16/8/24;viernes;1.227.609
17/8/24;sábado;1.021.556
18/8/24;domingo;836.523
19/8/24;lunes;1.301.768
20/8/24;martes;1.352.807
21/8/24;miércoles;1.387.009
22/8/24;jueves;1.354.436
23/8/24;viernes;1.359.875
24/8/24;sábado;1.024.412
25/8/24;domingo;945.092
26/8/24;lunes;1.417.128
27/8/24;martes;1.489.023
28/8/24;miércoles;1.557.350
29/8/24;jueves;1.507.911
30/8/24;viernes;1.595.123
31/8/24;sábado;1.199.671
1/9/24;domingo;1.087.664
2/9/24;lunes;1.808.145
3/9/24;martes;1.933.075
4/9/24;miércoles;2.026.049
5/9/24;jueves;2.037.047
6/9/24;viernes;2.047.048
7/9/24;sábado;1.470.915
8/9/24;domingo;1.303.973
9/9/24;lunes;2.123.953
10/9/24;martes;2.265.168
11/9/24;miércoles;2.307.650
12/9/24;jueves;2.308.062
13/9/24;viernes;2.340.223
14/9/24;sábado;1.514.224
15/9/24;domingo;1.247.839
16/9/24;lunes;2.253.535
17/9/24;martes;2.399.362
18/9/24;miércoles;2.388.287
19/9/24;jueves;2.396.401
20/9/24;viernes;2.420.793
21/9/24;sábado;1.600.301
22/9/24;domingo;1.230.468
23/9/24;lunes;2.289.921
24/9/24;martes;2.413.210
25/9/24;miércoles;2.411.830
26/9/24;jueves;2.437.031
27/9/24;viernes;2.485.476
28/9/24;sábado;1.675.614
29/9/24;domingo;1.292.523
30/9/24;lunes;2.307.713
1/10/24;martes;2.428.829
2/10/24;miércoles;2.455.128
3/10/24;jueves;2.497.658
4/10/24;viernes;2.535.551
5/10/24;sábado;1.785.599
6/10/24;domingo;1.323.705
7/10/24;lunes;2.342.871
8/10/24;martes;2.457.555
9/10/24;miércoles;2.470.400
10/10/24;jueves;2.567.621
11/10/24;viernes;2.522.637
12/10/24;sábado;1.549.086
