Código_estación;nombre_estación;ene-15;feb-15;mar-15;abr-15;may-15;jun-15;jul-15;ago-15;sept-15;oct-15;nov-15;dic-15;ene-16;feb-16;mar-16;abr-16;may-16;jun-16;jul-16;ago-16;sept-16;oct-16;nov-16;dic-16;ene-17;feb-17;mar-17;abr-17;may-17;jun-17;jul-17;ago-17;sept-17;oct-17;nov-17;dic-17;ene-18;feb-18;mar-18;abr-18;may-18;jun-18;jul-18;ago-18;sept-18;oct-18;nov-18;dic-18;ene-19;feb-19;mar-19;abr-19;may-19;jun-19;jul-19;ago-19;sept-19;oct-19;nov-19;dic-19;ene-20;feb-20;mar-20;abr-20;may-20;jun-20;jul-20;ago-20;sept-20;oct-20;nov-20;dic-20;ene-21;feb-21;mar-21;abr-21;may-21;jun-21;jul-21;ago-21;sept-21;oct-21;nov-21;dic-21;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sept-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sept-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sept-24;oct-24
310;Argüelles;659.986;650.401;677.240;647.106;659.479;625.539;557.081;354.093;617.663;724.761;697.888;667.226;671.067;710.046;659.056;719.006;675.077;646.886;533.274;376.271;642.038;733.300;749.974;698.820;727.280;735.192;786.390;662.104;731.662;715.370;585.611;386.155;700.686;790.858;784.474;709.805;769.663;765.805;749.114;777.558;746.573;706.513;605.915;391.886;708.595;849.647;814.094;723.992;795.485;785.660;815.233;719.466;739.787;709.493;618.583;386.223;716.505;865.279;836.932;741.955;716.728;664.300;288.210;41.905;91.942;236.025;295.309;205.790;338.117;379.963;380.914;374.956;354.801;397.960;446.435;427.547;446.390;459.241;388.681;263.179;526.407;619.288;637.024;529.738;511.211;590.193;684.165;568.838;604.936;570.113;463.175;320.787;644.525;702.416;716.873;644.337;679.135;708.105;764.586;629.804;688.020;663.086;528.870;351.530;679.611;783.127;814.611;694.051;723.984;785.564;711.991;796.052;722.124;671.777;582.783;380.066;723.204;868.893
311;Moncloa;1.435.518;1.489.219;1.591.749;1.516.618;1.510.256;1.444.821;1.272.286;834.744;1.445.336;1.731.448;1.663.014;1.538.564;1.455.928;1.636.008;1.563.591;1.685.387;1.601.289;1.538.235;1.255.338;926.601;1.571.328;1.748.771;1.771.356;1.566.576;1.562.212;1.663.439;1.844.533;1.512.662;1.741.629;1.656.396;1.408.649;1.043.664;1.702.556;1.870.222;1.796.061;1.542.872;1.631.021;1.704.609;1.709.843;1.776.222;1.676.679;1.628.865;1.414.210;991.260;1.681.493;1.965.723;1.840.149;1.620.175;1.685.405;1.776.573;1.876.213;1.652.694;1.715.605;1.667.238;1.541.162;1.052.475;1.816.464;2.097.449;1.930.335;1.645.470;1.759.750;1.886.089;810.361;149.263;297.570;654.924;842.805;629.879;908.630;979.254;971.059;957.470;743.452;983.820;1.143.875;1.088.049;1.144.674;1.200.734;1.079.760;774.996;1.403.454;1.611.685;1.578.007;1.283.832;1.214.067;1.466.432;1.706.021;1.425.003;1.525.879;1.460.036;1.205.281;892.357;1.630.017;1.773.806;1.763.696;1.541.547;1.597.875;1.748.208;1.919.074;1.604.480;1.723.469;1.686.320;1.424.805;1.062.790;1.771.003;1.973.292;1.938.261;1.677.759;1.762.171;1.946.996;1.790.941;2.004.165;1.853.844;1.736.069;1.566.231;1.144.595;1.911.728;2.220.152
351;Almendrales;136.648;132.743;144.966;139.395;143.391;140.625;132.490;95.438;141.281;161.130;158.170;157.611;147.338;150.476;151.429;159.800;157.144;155.152;137.484;111.948;156.420;168.935;170.450;175.692;172.113;169.022;186.815;167.299;186.770;184.731;159.075;124.978;175.837;193.432;191.523;184.691;189.363;181.360;189.219;193.154;195.929;194.191;174.945;132.341;180.819;209.664;202.532;198.880;202.264;194.913;209.687;192.103;206.875;205.867;189.241;142.406;194.803;228.555;218.058;210.485;216.065;209.214;96.153;22.196;44.380;95.996;116.142;93.773;106.157;121.657;117.485;127.287;123.042;121.666;141.081;136.793;146.046;150.960;145.605;115.910;156.787;176.451;177.793;163.903;153.011;165.582;192.730;174.456;188.804;184.598;158.613;135.160;192.309;205.868;204.734;198.147;207.940;200.693;224.049;205.546;218.529;218.783;191.822;153.546;207.591;231.264;225.767;219.977;222.638;228.641;223.440;240.108;236.411;225.616;206.522;162.734;227.003;265.186
352;Hospital 12 de Octubre;129.701;128.327;135.783;129.074;129.307;126.444;113.920;85.547;124.539;139.223;137.683;131.399;128.770;139.684;136.543;144.178;139.763;136.693;112.998;94.491;133.374;144.185;147.117;140.534;144.951;146.507;166.512;139.807;159.028;157.711;132.657;106.023;147.685;162.657;164.902;146.797;160.540;159.381;160.842;166.800;163.749;158.793;141.895;109.873;146.087;174.677;166.987;153.537;161.497;164.010;177.605;159.867;167.192;166.660;153.339;115.084;158.547;190.572;180.254;161.610;175.378;178.683;89.890;32.200;47.451;80.951;93.724;75.166;83.590;94.742;94.300;92.219;111.164;98.027;112.026;111.799;119.214;125.410;114.236;104.720;134.014;150.306;152.400;137.498;133.590;143.052;166.578;146.706;161.197;160.905;134.632;113.629;157.471;173.276;178.548;161.566;173.787;177.029;196.731;170.732;185.413;187.408;157.601;128.152;169.810;194.910;189.301;171.916;185.304;195.155;182.522;203.768;206.472;188.288;176.488;136.820;185.322;216.546
353;San Fermín-Orcasur;140.930;136.060;145.403;142.551;176.587;143.105;128.879;93.152;140.172;162.374;154.462;160.370;144.721;149.542;149.525;163.535;186.671;155.936;128.587;102.404;151.832;169.449;167.508;174.225;169.762;167.201;184.475;161.409;210.022;186.395;162.784;118.653;186.144;197.599;191.905;182.158;185.574;178.737;187.187;192.509;225.894;212.720;164.667;125.952;179.593;212.194;203.875;203.647;202.605;195.432;214.877;189.781;238.909;209.538;174.127;133.557;191.590;224.997;246.208;206.246;213.092;207.581;94.636;21.264;42.224;92.736;111.140;90.517;106.137;120.337;119.583;123.754;121.274;122.163;140.850;139.834;154.514;149.896;131.197;115.209;160.683;182.944;187.017;170.003;156.587;167.859;197.057;183.269;218.503;189.366;159.209;129.838;199.253;214.021;213.707;202.512;211.782;210.101;234.111;226.366;241.203;214.908;183.901;147.877;227.167;239.183;234.117;221.647;222.487;227.496;218.467;275.948;256.096;227.295;218.391;154.776;233.367;268.068
354;Ciudad de los Ángeles;194.680;187.178;200.660;192.800;197.532;188.791;167.448;123.563;189.448;217.322;211.572;214.652;200.023;203.092;202.062;213.312;208.843;199.835;170.323;135.442;200.994;217.634;218.757;229.734;218.934;214.171;236.364;205.829;231.428;225.248;192.211;145.371;212.922;238.016;235.456;234.439;232.997;223.132;231.897;237.016;241.535;233.853;202.273;154.497;221.611;252.429;246.496;247.862;246.536;239.131;261.778;235.783;251.617;242.790;216.593;163.753;235.954;278.226;268.374;265.521;263.535;261.781;121.296;27.085;56.188;120.146;142.466;116.973;141.081;151.897;153.486;160.341;155.014;152.439;175.889;170.265;182.762;187.936;163.308;135.244;196.554;221.915;224.670;214.371;199.553;212.083;245.948;220.272;239.261;230.751;193.784;159.621;233.023;253.951;255.990;251.957;256.293;252.072;281.195;250.599;270.060;264.581;224.472;180.417;253.825;282.540;273.605;275.212;275.074;271.486;267.371;287.963;280.128;265.533;235.897;189.957;266.616;303.604
355;Villaverde Bajo-Cruce;241.231;235.882;251.639;242.952;248.589;238.137;215.165;160.493;244.834;276.937;262.357;253.545;240.067;248.296;245.968;255.246;257.183;256.178;225.239;187.561;251.604;275.058;268.854;268.214;266.754;272.798;292.025;273.025;288.017;289.957;244.991;215.072;270.532;303.708;299.207;287.948;292.828;280.294;295.260;303.459;304.548;301.284;276.876;220.804;283.810;331.095;320.752;306.425;311.575;305.448;333.658;305.143;322.371;318.087;300.011;234.272;310.333;359.927;342.857;326.443;331.146;333.656;164.280;41.927;85.513;167.984;203.467;174.230;188.856;205.207;200.328;212.647;208.156;207.215;237.932;231.661;247.943;256.517;237.481;211.994;263.493;313.790;297.404;280.338;260.419;280.120;328.274;299.801;325.802;320.029;279.698;238.533;314.504;336.716;344.958;334.717;341.090;357.694;401.976;359.396;385.115;385.342;346.760;287.822;364.879;402.476;410.123;397.262;391.658;397.730;398.144;427.208;429.800;408.631;380.828;319.039;407.195;466.235
356;San Cristóbal;91.693;89.707;98.670;95.480;100.143;95.121;90.354;71.721;93.712;105.613;102.732;102.043;96.623;98.617;100.900;104.661;105.359;103.006;91.545;81.794;102.156;110.839;108.930;111.925;110.067;106.418;119.643;108.302;117.413;116.235;104.438;91.686;115.605;123.433;118.695;115.607;115.989;114.474;123.659;125.850;128.834;126.195;117.006;98.318;119.505;135.470;129.228;129.584;130.710;127.562;143.959;134.023;141.174;138.159;129.958;109.055;133.817;149.971;145.242;143.153;144.495;142.080;76.131;24.432;49.824;87.782;99.743;86.168;91.147;100.612;98.663;103.899;104.350;101.269;115.345;109.069;114.448;114.403;104.664;92.175;114.381;130.527;125.584;122.871;118.095;121.978;139.696;127.691;139.894;135.976;121.862;107.890;137.110;149.696;148.248;146.466;152.798;156.197;177.593;164.207;177.729;177.123;164.997;141.079;170.611;187.888;186.279;183.748;180.326;181.744;184.964;194.336;200.287;185.198;174.976;150.761;183.185;208.755
357;Villaverde Alto;171.917;167.994;181.976;175.134;182.645;174.175;164.654;123.399;171.902;191.172;187.559;182.220;173.915;183.489;183.461;192.396;193.055;191.073;167.493;138.229;191.014;205.662;209.083;201.616;200.048;199.716;219.255;192.129;213.919;213.811;189.291;167.118;205.776;228.007;233.713;221.732;234.191;222.493;227.362;232.799;235.388;227.965;206.375;162.866;217.155;256.725;243.061;230.328;238.080;233.508;255.806;232.802;246.009;243.833;235.084;179.947;235.233;270.181;260.994;242.951;252.241;252.220;130.296;38.799;74.047;135.767;155.655;127.734;143.722;152.679;150.997;159.666;163.911;159.127;181.964;173.732;182.936;191.817;176.910;195.538;199.572;226.319;221.489;207.790;193.732;207.762;244.613;222.737;244.495;239.958;210.984;182.254;240.657;255.332;257.143;254.776;261.315;268.254;301.609;264.669;284.021;280.679;337.402;211.315;267.878;294.830;298.953;292.401;292.553;298.772;302.744;328.632;322.699;303.032;342.319;233.886;312.061;355.230
404;Alonso Martínez;426.692;443.722;473.513;465.586;461.042;441.042;387.559;230.628;423.663;492.295;474.219;452.066;433.323;470.954;443.054;480.987;458.135;445.082;394.895;265.850;489.276;543.163;523.377;466.724;475.947;473.396;520.414;429.815;484.802;489.636;381.672;225.206;418.732;489.950;473.178;429.301;474.149;469.470;477.199;491.443;485.901;468.130;412.906;256.375;448.455;539.492;520.276;477.586;525.836;527.349;555.189;486.396;506.660;512.692;475.920;296.012;530.746;604.716;567.308;502.104;560.570;568.471;219.814;24.012;55.329;147.542;183.671;116.552;203.446;227.490;224.955;226.360;204.666;229.443;272.653;255.944;270.282;291.412;249.858;164.415;324.482;370.482;388.168;327.158;302.726;357.898;424.846;363.437;388.579;379.172;319.439;203.705;397.410;436.458;451.002;408.603;435.620;447.502;492.731;417.706;460.048;456.765;385.427;238.278;445.210;504.708;497.866;444.544;468.579;492.369;462.104;520.268;473.369;450.359;414.376;235.251;455.304;548.919
405;Colón;118.106;111.764;121.968;116.035;110.783;109.923;107.418;67.906;109.876;136.564;123.955;135.612;122.773;128.639;118.042;129.680;118.049;109.622;100.475;68.155;112.900;129.813;127.514;129.272;124.534;123.418;134.989;115.237;122.895;126.274;117.870;80.478;112.634;138.109;131.888;127.439;126.860;124.912;132.832;130.468;125.777;117.937;112.288;74.175;108.425;138.859;131.880;130.542;133.470;132.290;141.696;131.912;119.302;110.303;98.455;56.005;96.650;122.402;124.932;124.276;39.289;0;13.805;3.103;6.777;20.145;27.904;18.671;30.784;36.823;34.382;40.810;36.545;36.967;43.134;44.049;48.372;53.555;50.028;33.649;63.463;72.163;77.086;79.334;58.883;67.706;87.827;80.088;77.675;74.545;62.184;45.389;76.554;86.196;90.564;99.853;90.719;88.899;99.652;91.605;90.876;92.618;84.744;56.570;95.477;120.147;110.789;115.290;104.986;108.915;105.879;120.794;102.027;99.991;92.906;51.950;91.712;120.689
406;Serrano;205.456;195.488;198.432;189.658;193.759;183.194;170.631;101.257;177.365;207.115;197.022;215.558;210.382;203.044;186.893;201.386;190.335;186.201;161.875;113.508;180.212;200.288;206.991;225.329;223.556;204.307;216.612;185.520;206.437;211.537;193.774;120.956;199.249;223.238;222.112;230.238;242.398;219.355;222.343;227.288;218.909;212.611;200.410;134.386;196.791;232.283;225.467;227.496;255.496;234.066;241.504;221.403;219.286;217.449;203.960;121.642;202.202;253.278;256.735;263.612;93.513;0;31.590;6.520;18.556;56.458;78.020;54.092;80.386;90.945;87.252;98.653;102.560;95.253;107.737;103.073;112.315;130.318;121.547;86.910;142.580;168.327;182.789;189.176;162.110;158.093;186.280;168.952;175.718;176.616;156.641;105.229;175.832;189.162;202.621;223.283;219.413;192.501;211.671;188.968;201.593;204.447;179.575;117.619;196.098;230.796;231.677;238.653;237.824;221.078;209.366;236.291;220.921;213.811;206.502;126.225;208.910;251.386
407;Velázquez;153.066;149.959;155.768;147.345;145.646;146.970;134.615;70.515;142.898;161.363;158.441;156.955;160.977;167.959;155.266;171.542;159.755;158.064;126.003;80.791;150.896;161.165;170.103;159.735;168.993;165.040;177.941;147.513;169.116;171.492;153.537;92.861;157.722;179.047;178.402;159.013;177.927;173.238;173.099;179.080;174.482;171.618;156.512;105.437;164.390;195.159;187.115;168.588;195.425;202.253;208.872;188.188;190.770;184.182;163.240;94.384;165.853;200.047;195.525;175.592;58.198;0;28.783;7.946;20.065;52.899;66.685;46.302;75.142;80.403;80.561;82.826;84.279;85.293;98.152;96.932;102.361;111.655;101.083;72.507;130.799;138.867;145.351;128.380;123.565;136.007;159.954;137.080;145.170;149.657;124.867;87.170;155.663;163.666;167.050;158.739;168.907;166.959;182.454;155.631;171.162;175.592;144.415;102.254;173.014;188.683;187.029;172.548;183.763;185.580;173.263;191.962;180.419;176.342;157.821;103.248;179.086;205.978
409;Lista;108.472;112.072;118.056;112.197;111.969;111.822;99.259;56.265;105.800;124.733;122.652;111.641;110.432;122.112;113.583;124.511;117.400;113.582;89.470;60.464;114.537;128.318;133.682;117.918;126.235;129.151;143.608;115.559;131.666;130.747;112.981;71.371;121.934;138.019;139.898;122.038;138.408;138.822;139.186;143.768;141.755;134.947;111.534;73.199;126.078;152.976;144.892;127.360;145.179;147.087;155.922;139.349;139.557;132.611;114.097;64.081;124.083;151.845;145.955;126.342;41.110;0;19.160;5.401;13.051;35.841;47.205;32.206;55.616;65.338;64.372;63.528;61.573;67.242;77.539;75.758;79.209;84.421;72.648;47.737;94.200;105.500;114.390;93.378;90.192;106.179;129.205;104.360;110.883;108.897;86.019;61.458;121.317;127.147;131.453;114.010;123.256;128.914;144.559;117.178;131.776;129.139;101.553;67.926;139.161;157.414;148.316;125.859;137.925;147.822;135.514;151.495;136.034;129.902;108.688;64.641;132.951;161.482
410;Diego de León;454.706;474.961;496.307;475.001;478.492;468.029;410.308;253.672;437.080;513.195;496.171;465.068;453.088;498.345;479.939;518.298;493.576;479.513;375.250;264.868;454.358;511.762;523.740;476.708;499.269;512.946;556.278;464.271;532.245;524.273;372.979;247.562;470.703;551.922;546.174;476.862;532.304;534.767;544.340;562.402;556.785;534.381;448.148;306.425;488.501;596.672;570.113;500.513;554.884;560.457;592.703;533.852;549.456;529.340;473.481;299.806;506.869;608.687;578.015;502.629;525.670;525.254;236.794;52.079;91.710;196.506;235.038;162.472;248.908;278.147;280.685;269.064;266.365;282.081;323.556;311.925;327.688;348.441;281.425;211.645;364.195;411.349;432.498;370.536;352.467;406.937;487.866;414.264;442.398;433.064;346.594;187.139;391.032;473.954;487.609;457.130;468.598;483.620;534.318;449.277;492.920;489.517;391.994;282.144;469.244;541.466;530.609;466.688;500.173;538.208;502.353;562.312;520.389;492.767;430.524;293.675;493.463;591.468
411;Avenida de América;946.582;969.358;1.031.492;991.187;985.370;970.606;892.932;615.345;977.952;1.093.969;1.035.192;990.282;933.266;1.021.086;1.003.394;1.047.077;1.050.459;1.039.590;881.617;690.059;1.035.640;1.085.978;1.088.835;991.649;1.032.287;1.106.633;1.228.815;1.010.592;1.102.031;1.116.914;1.034.067;780.527;1.051.248;1.139.722;1.094.649;968.107;1.074.098;1.063.111;1.080.587;1.115.025;1.072.628;1.088.009;997.986;724.100;1.041.854;1.193.913;1.114.485;981.460;1.079.898;1.083.746;1.157.664;1.061.944;1.089.371;1.088.855;1.029.066;723.300;1.106.807;1.271.211;1.187.356;1.027.251;1.311.165;1.390.388;587.545;94.079;182.444;394.663;511.245;383.003;529.529;545.653;547.406;534.746;456.456;542.603;629.824;605.120;638.130;680.795;583.612;463.616;753.792;858.508;853.887;727.324;684.140;817.033;986.149;850.741;912.339;888.984;755.709;479.929;841.949;928.783;967.329;924.421;928.150;965.024;1.078.320;920.353;1.002.917;1.013.382;889.158;683.695;1.014.941;1.124.787;1.099.049;982.418;1.056.599;1.118.621;1.046.670;1.154.368;1.085.207;1.030.895;958.882;733.239;1.099.011;1.240.886
412;Prosperidad;162.484;160.817;169.523;160.262;160.728;155.192;140.769;92.796;153.029;176.293;166.405;163.485;159.130;166.998;160.052;170.272;162.379;158.832;132.773;97.461;147.392;169.090;167.974;165.331;172.732;172.094;181.784;157.730;174.825;172.121;140.604;100.066;157.850;183.440;185.039;173.290;185.634;179.376;181.917;184.162;183.489;176.926;152.693;106.873;159.974;190.822;184.005;173.254;185.181;176.431;186.815;166.502;172.991;168.944;151.599;100.872;156.308;193.530;188.570;172.748;57.482;0;17.821;12.641;26.982;60.420;77.761;58.478;82.097;90.353;90.540;92.999;94.606;94.351;107.643;104.962;110.518;117.036;101.518;76.780;121.930;140.728;147.984;132.386;122.613;136.350;162.559;140.719;152.406;146.037;124.409;87.848;148.938;165.998;168.809;164.293;170.641;169.726;186.653;161.793;179.052;177.354;148.824;116.004;173.664;194.311;195.637;182.739;186.125;190.457;184.065;197.309;190.258;181.294;157.597;113.012;177.050;211.729
413;Alfonso XIII;226.190;231.385;240.233;226.722;223.481;222.858;195.427;122.201;220.218;251.882;241.164;223.879;217.354;239.476;225.653;241.794;229.467;227.110;180.518;128.364;221.919;243.080;248.955;224.572;237.827;239.646;264.088;221.141;248.686;245.145;194.626;136.255;227.490;262.778;260.194;225.569;256.497;254.151;253.015;267.539;262.013;258.202;220.064;144.108;243.400;288.803;267.658;235.205;267.217;260.980;269.633;245.285;250.859;245.691;223.745;143.465;239.690;289.000;274.110;237.837;77.185;0;27.663;14.976;31.807;80.511;101.247;69.789;108.957;117.375;119.384;114.113;116.230;120.907;137.313;132.652;139.365;149.250;124.518;88.681;163.572;185.833;193.533;160.729;155.807;178.852;215.426;178.853;194.272;189.698;153.258;108.247;197.799;216.628;222.098;195.942;219.963;222.134;241.873;201.278;227.122;223.761;176.592;123.958;213.993;244.237;244.903;209.044;232.885;241.517;217.993;246.640;229.513;216.997;188.078;126.639;230.366;279.774
414;Avenida de La Paz;88.672;88.055;90.964;86.954;87.745;89.432;72.730;43.484;82.840;97.464;94.797;85.138;82.550;92.549;85.984;94.686;90.324;89.452;67.997;46.787;86.955;95.975;98.994;90.388;94.290;97.411;109.981;85.415;96.508;97.301;74.781;50.349;90.433;106.711;106.802;91.518;103.823;104.554;104.926;107.246;104.752;102.365;85.437;53.866;96.283;116.251;111.209;95.896;107.089;106.625;111.154;97.797;100.251;96.941;83.948;50.309;96.190;124.611;120.153;104.025;33.001;0;10.028;5.941;13.034;31.664;37.182;24.421;43.387;47.890;49.660;46.334;49.845;48.359;59.530;53.138;53.960;59.159;46.984;32.001;62.780;73.167;75.687;62.325;59.982;70.533;84.439;70.795;77.809;77.130;60.770;39.713;80.117;90.174;92.676;80.787;87.904;89.770;100.589;83.131;93.841;91.274;68.776;43.579;86.833;102.845;101.645;85.815;94.874;100.239;89.893;104.369;95.055;90.362;73.576;44.892;90.935;116.200
415;Arturo Soria;163.355;158.920;165.105;159.656;159.620;152.750;129.859;80.487;144.947;168.937;166.485;158.287;147.761;163.563;153.925;168.265;160.567;159.142;122.936;86.379;155.434;169.184;176.039;164.753;169.637;173.673;192.359;155.224;177.752;176.731;140.855;97.184;165.840;190.734;189.563;166.084;184.743;185.100;180.132;190.146;187.172;180.994;148.178;97.713;170.278;200.037;189.518;169.410;184.407;180.814;191.025;170.311;177.511;173.933;147.155;93.513;161.838;172.973;164.735;140.986;44.152;0;17.428;12.698;25.696;55.445;65.893;47.901;77.803;83.659;84.702;83.274;98.653;85.574;101.570;97.357;101.619;110.712;88.451;63.594;119.652;131.696;138.182;118.121;112.485;130.177;158.366;132.261;146.751;147.172;109.295;79.260;146.015;159.402;161.274;147.394;158.479;159.945;177.092;145.887;167.574;164.279;123.923;86.446;162.274;183.035;184.102;157.967;172.642;179.547;164.717;189.230;176.718;168.492;135.353;90.022;172.125;206.520
416;Esperanza;111.778;111.416;118.562;113.458;113.221;109.005;84.441;56.794;106.806;123.556;119.699;115.178;112.256;117.674;114.247;123.276;118.243;113.472;79.727;59.814;111.072;120.505;124.423;115.246;122.021;130.391;149.776;113.308;128.941;121.848;86.193;62.944;118.045;133.182;130.905;120.112;128.556;124.372;124.936;128.353;131.491;121.346;93.603;64.452;120.989;144.952;137.746;123.002;134.849;130.942;142.239;123.834;133.180;126.722;97.425;66.015;125.696;147.840;144.489;127.540;39.528;0;14.032;9.861;19.437;42.312;52.050;36.828;66.350;72.084;69.592;70.226;65.423;70.273;81.867;77.566;82.940;85.093;62.885;46.477;95.890;104.263;110.070;93.230;91.372;106.005;134.512;114.756;127.866;117.528;83.782;62.471;122.197;128.607;133.033;115.186;127.504;126.612;147.562;122.142;141.300;132.638;95.989;71.919;132.424;143.728;145.221;129.263;141.126;143.111;136.240;153.144;144.896;132.758;101.294;74.026;137.691;158.206
417;Canillas;189.920;188.977;191.379;179.579;181.685;176.075;157.290;100.359;170.995;202.769;196.887;204.804;190.024;196.869;184.475;201.239;189.524;186.157;150.896;105.888;178.385;202.855;201.090;209.186;209.118;227.714;257.613;196.849;207.859;203.437;167.212;114.903;190.806;215.758;212.970;211.184;217.193;216.990;214.791;217.100;216.374;207.698;175.093;120.046;190.904;228.868;217.630;218.968;223.113;212.601;226.680;204.646;205.639;202.886;177.752;116.736;189.622;226.338;214.793;211.530;71.375;0;20.395;14.234;28.932;68.306;84.701;61.408;91.849;100.021;99.398;107.784;107.154;98.711;119.361;112.677;119.709;129.871;111.079;80.271;135.533;156.378;163.218;154.567;141.644;157.830;190.399;164.695;176.400;168.362;137.275;99.032;167.327;187.046;187.462;188.090;193.559;190.077;206.359;177.930;193.122;193.653;161.134;114.569;182.679;206.224;208.709;208.576;206.023;208.562;195.530;209.020;200.371;197.093;168.121;118.474;192.867;224.510
418;Mar de Cristal;237.997;237.819;250.116;238.818;239.264;235.484;213.027;143.935;233.487;267.610;262.091;256.697;238.666;251.535;239.904;261.712;250.702;247.154;202.834;156.659;242.040;263.623;263.381;254.529;274.171;362.699;394.982;271.460;256.653;245.750;207.517;156.863;238.011;270.382;267.543;248.657;263.897;253.163;252.913;259.267;261.962;257.958;224.338;163.215;249.249;297.354;276.101;262.448;281.716;266.813;283.697;252.524;268.979;262.365;234.746;163.840;259.219;305.376;283.920;262.026;392.574;442.100;175.918;25.846;46.431;103.617;127.306;95.279;137.282;144.614;149.128;144.618;130.362;142.041;160.573;150.184;159.578;168.898;145.183;109.283;179.765;203.882;210.607;184.644;172.203;222.839;269.135;224.835;233.250;206.477;168.437;134.330;220.580;241.327;248.616;228.761;242.816;242.243;270.020;231.698;256.754;255.673;216.588;163.383;252.946;283.510;279.654;258.801;271.722;279.215;263.185;290.742;276.361;266.012;239.409;179.101;279.138;318.183
419;San Lorenzo;109.814;111.010;116.717;113.218;115.291;113.761;103.471;69.600;108.522;123.320;120.465;111.679;110.501;119.986;116.196;124.073;121.762;121.013;99.478;77.088;118.200;125.104;128.104;120.921;129.531;135.027;148.677;123.762;139.115;139.913;115.242;86.905;129.688;145.106;143.374;125.595;142.891;138.730;139.257;147.527;150.345;149.531;130.115;93.456;131.405;157.612;147.603;134.333;147.653;140.677;148.625;135.160;142.117;140.394;127.075;86.460;130.347;152.467;142.414;125.235;40.859;0;17.305;11.315;20.647;42.345;53.503;40.824;56.482;60.035;61.692;60.206;64.257;61.595;73.095;70.416;74.034;78.409;67.651;53.689;83.659;94.979;98.723;88.152;81.312;92.473;115.416;99.640;111.910;110.096;91.611;69.186;110.828;118.613;119.915;109.100;119.725;122.146;136.655;117.196;130.962;131.503;107.067;79.325;121.995;137.473;135.657;122.456;133.287;137.970;130.082;145.868;138.510;133.145;117.110;84.011;131.956;155.537
420;Parque de Santa María;89.953;87.023;90.274;86.105;88.361;85.200;77.100;55.351;83.194;95.757;92.856;93.087;89.317;92.693;90.156;94.491;92.137;89.467;72.307;57.464;86.218;94.879;96.547;97.318;96.728;93.306;102.474;89.625;100.681;98.922;79.981;62.242;90.314;101.591;100.405;97.628;101.285;98.959;100.538;102.558;103.792;101.162;86.554;64.528;94.933;112.504;107.404;106.882;112.221;100.585;108.515;97.903;103.457;100.234;87.640;63.028;94.144;110.118;105.363;102.223;35.729;0;13.682;9.852;18.196;39.701;47.614;38.217;49.773;54.096;53.985;55.171;58.695;52.720;61.640;59.790;63.511;66.891;58.508;46.014;70.639;79.070;81.084;74.867;69.538;75.474;87.818;77.804;83.868;84.199;71.109;56.944;87.805;95.731;97.983;95.078;99.407;97.597;109.492;96.274;105.827;104.525;88.552;68.718;99.264;110.880;108.994;105.732;109.583;110.539;106.973;114.581;112.146;108.032;95.784;74.467;107.569;124.156
421;Hortaleza;78.724;78.400;83.326;79.481;81.187;77.198;68.078;48.018;76.032;89.254;87.089;85.970;82.945;86.563;81.117;87.424;85.159;81.797;65.041;51.211;81.724;90.078;90.553;88.030;92.452;100.703;113.113;91.503;98.308;96.232;75.941;59.627;91.706;102.686;100.569;94.195;99.416;97.861;99.349;101.607;102.458;99.549;84.337;62.059;94.718;112.360;106.030;100.596;105.520;102.272;109.129;95.366;103.230;99.965;86.575;63.794;97.636;115.224;109.465;101.881;33.559;0;14.413;10.717;19.934;41.156;49.259;40.704;54.899;61.775;61.250;61.802;65.769;62.156;72.670;70.495;74.643;76.093;64.619;52.440;82.381;92.447;94.055;84.224;81.776;91.232;109.466;93.676;103.581;98.711;81.666;65.575;105.648;116.023;118.057;107.247;115.444;115.871;129.024;109.261;123.048;116.864;96.228;73.077;116.908;132.621;131.103;119.046;127.519;127.226;122.431;132.480;129.255;120.263;106.920;83.384;126.809;149.338
422;Manoteras;62.946;61.625;66.194;62.102;63.154;61.984;53.173;36.850;59.661;70.380;67.218;66.552;63.646;66.130;64.252;68.691;66.260;65.980;53.070;41.782;63.782;69.368;71.202;70.173;70.676;69.374;77.175;67.600;75.761;74.451;61.156;47.390;72.728;81.262;80.474;75.456;78.681;78.926;79.403;82.725;82.452;79.975;66.278;49.475;74.657;87.245;82.131;79.005;81.449;78.971;84.953;75.530;79.126;76.904;65.958;48.309;74.294;88.539;85.190;80.720;26.664;0;11.249;9.046;16.704;34.189;39.934;32.918;43.311;46.711;46.422;47.509;51.756;46.878;53.707;51.924;55.118;58.047;48.637;39.055;60.524;66.966;69.169;64.023;59.118;64.007;74.738;66.770;73.002;70.899;58.511;45.726;73.029;79.713;80.094;75.932;80.001;78.816;87.024;76.290;83.166;82.561;68.072;52.567;79.005;89.091;86.952;81.701;84.950;86.203;82.869;90.592;87.870;83.299;72.095;54.096;83.702;96.492
