Código_estación;nombre_estación;ene-15;feb-15;mar-15;abr-15;may-15;jun-15;jul-15;ago-15;sept-15;oct-15;nov-15;dic-15;ene-16;feb-16;mar-16;abr-16;may-16;jun-16;jul-16;ago-16;sept-16;oct-16;nov-16;dic-16;ene-17;feb-17;mar-17;abr-17;may-17;jun-17;jul-17;ago-17;sept-17;oct-17;nov-17;dic-17;ene-18;feb-18;mar-18;abr-18;may-18;jun-18;jul-18;ago-18;sept-18;oct-18;nov-18;dic-18;ene-19;feb-19;mar-19;abr-19;may-19;jun-19;jul-19;ago-19;sept-19;oct-19;nov-19;dic-19;ene-20;feb-20;mar-20;abr-20;may-20;jun-20;jul-20;ago-20;sept-20;oct-20;nov-20;dic-20;ene-21;feb-21;mar-21;abr-21;may-21;jun-21;jul-21;ago-21;sept-21;oct-21;nov-21;dic-21;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sept-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sept-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sept-24;oct-24
101;Plaza de Castilla;982.844;997.328;1.074.249;1.028.264;1.035.880;1.001.026;905.925;607.344;982.711;1.111.951;1.060.111;1.007.934;977.028;1.060.458;1.024.414;1.093.052;1.051.678;1.044.271;899.928;668.088;1.009.110;1.045.932;1.063.424;994.698;1.029.158;1.056.067;1.181.713;1.004.156;1.104.122;1.115.663;951.366;712.715;1.070.533;1.176.918;1.141.511;1.026.164;1.123.321;1.120.358;1.147.774;1.179.201;1.144.453;1.142.164;1.032.044;735.194;1.095.426;1.274.350;1.195.137;1.090.085;1.188.809;1.175.766;1.265.008;1.138.972;1.187.173;1.188.184;1.114.316;766.984;1.173.850;1.357.483;1.267.597;1.119.132;1.227.029;1.250.746;563.501;111.680;215.399;483.380;608.456;454.893;636.003;671.963;661.985;663.192;544.501;663.009;772.508;733.802;773.278;817.904;750.879;575.140;889.363;1.000.694;992.145;848.696;804.884;920.263;1.099.428;948.967;1.035.750;1.027.000;878.294;673.916;1.093.369;1.171.941;1.178.731;1.049.137;1.129.554;1.216.394;1.387.303;1.203.115;1.306.553;1.308.380;1.102.301;820.036;1.265.550;1.424.936;1.422.584;1.260.437;1.307.378;1.375.250;1.299.031;1.432.426;1.352.632;1.299.320;1.193.890;994.285;1.360.534;1.533.764
102;Valdeacederas;200.599;204.825;219.247;210.486;214.752;207.002;188.927;132.405;202.454;231.117;223.057;217.814;208.010;224.458;213.211;224.419;219.605;207.737;12.744;0;78.706;161.508;189.935;203.906;213.356;217.111;241.675;209.286;236.013;235.449;199.894;149.299;221.085;243.827;241.341;225.665;238.797;237.988;246.593;251.229;255.575;255.468;204.188;129.361;187.294;233.357;241.787;229.695;241.157;234.990;252.444;231.999;241.775;236.145;214.656;155.829;229.093;269.730;260.168;241.936;247.725;247.707;112.118;20.662;45.604;102.154;127.803;96.168;125.047;137.158;135.408;138.303;135.910;135.103;156.140;152.672;162.384;167.180;150.257;122.102;177.698;196.415;201.096;181.894;169.804;187.257;223.016;193.500;211.097;205.595;178.181;137.373;203.404;222.027;225.257;215.410;223.122;223.395;245.999;220.152;243.853;239.021;195.130;151.819;215.437;254.485;245.356;238.554;244.734;252.450;246.934;262.157;260.069;244.763;217.057;167.995;241.860;283.055
103;Tetuán;246.994;249.082;265.117;254.467;265.918;256.255;235.950;166.286;248.698;286.048;276.058;266.728;260.510;278.433;272.187;287.168;276.641;261.903;16.136;0;102.691;210.415;247.545;265.860;268.992;272.830;302.611;267.222;295.374;295.645;256.329;194.691;284.031;317.416;310.820;294.937;308.282;305.067;316.884;321.021;316.826;274.919;236.906;192.497;291.387;329.791;315.603;302.474;313.938;306.805;328.675;301.413;310.952;299.132;273.122;197.907;291.262;342.544;329.942;309.132;315.049;314.621;138.837;24.421;56.770;126.963;154.683;119.320;160.276;173.058;172.160;178.672;171.387;172.558;202.952;196.172;206.785;212.930;199.204;154.320;228.762;259.468;264.075;244.809;225.130;245.928;288.994;258.195;276.023;267.065;235.058;183.252;272.781;298.247;294.651;283.843;290.262;294.216;328.687;294.211;320.425;314.052;262.444;199.005;281.215;326.583;320.750;305.786;312.374;323.458;320.807;344.469;338.658;322.246;288.831;219.270;314.778;359.873
104;Estrecho;345.734;343.588;366.077;349.846;362.671;348.447;315.850;220.400;339.915;401.433;388.476;377.630;363.010;387.238;377.315;397.951;382.736;365.180;21.813;0;128.871;263.354;318.961;349.410;361.714;373.394;415.453;362.969;403.414;402.122;345.254;263.446;387.938;430.491;427.485;405.455;426.795;428.272;438.848;453.194;454.754;439.333;404.909;279.938;397.407;470.253;453.082;425.942;440.145;431.795;468.014;431.439;450.008;428.991;390.020;279.382;415.213;486.271;468.263;435.206;444.714;444.345;199.226;35.386;75.261;175.823;222.187;176.421;230.323;248.745;249.962;254.736;238.707;247.863;285.423;275.308;295.902;303.873;271.778;211.556;317.355;358.593;364.770;329.547;307.066;337.408;396.063;354.255;382.478;368.440;317.488;247.220;380.437;416.229;417.706;402.126;412.547;417.930;464.020;410.553;449.193;436.191;343.407;258.856;387.259;455.615;454.156;426.279;433.787;451.066;441.052;473.143;466.350;443.864;392.382;289.144;434.923;498.198
105;Alvarado;144.302;142.742;152.046;146.291;153.679;147.430;136.095;98.371;143.906;165.968;160.541;161.672;154.104;161.075;153.480;160.504;158.491;147.434;9.407;0;39.995;85.186;124.555;150.949;151.749;155.926;171.880;154.131;168.814;165.674;139.731;107.294;153.726;170.693;170.408;169.724;172.216;169.953;178.779;180.140;181.478;176.036;158.533;113.886;156.767;184.835;180.642;178.407;180.102;176.131;188.525;173.909;181.023;174.629;159.554;117.788;165.558;195.710;190.542;186.128;181.959;179.746;80.713;12.683;32.277;77.237;95.063;77.034;95.066;105.095;102.263;111.861;102.133;108.801;129.510;126.368;135.872;139.114;125.527;101.063;140.154;158.789;162.759;154.365;135.955;146.818;172.979;156.980;164.424;159.124;141.565;114.482;163.682;177.542;176.824;178.932;176.883;176.798;198.171;180.046;196.250;189.631;148.897;114.544;161.620;190.665;194.525;192.938;186.233;191.604;192.943;199.669;198.581;192.476;172.172;137.702;186.727;212.463
106;Cuatro Caminos;499.747;505.680;538.766;523.035;535.549;509.991;459.409;323.302;505.167;592.175;564.492;558.641;516.267;558.594;540.573;576.903;556.973;532.782;659.477;532.285;688.259;686.900;649.370;591.743;565.447;587.645;641.941;553.255;621.203;595.596;495.190;371.413;605.040;650.433;637.512;597.220;602.636;605.678;617.464;626.230;625.571;596.299;510.990;370.798;566.602;674.510;647.179;612.131;614.662;610.624;652.919;579.823;611.921;606.863;537.288;387.610;622.096;707.372;675.057;622.629;632.154;658.447;287.191;48.870;105.016;235.186;293.269;229.195;306.287;339.132;338.245;348.498;300.434;319.581;361.627;347.598;371.715;378.126;333.085;255.291;409.469;477.312;480.817;430.329;390.958;447.925;524.503;459.529;500.127;480.826;403.014;294.024;496.689;566.426;565.853;549.712;543.996;569.029;633.635;556.123;603.783;587.908;497.171;374.514;570.161;650.398;644.316;612.660;590.460;641.273;620.393;668.327;645.883;608.284;533.395;398.416;615.949;712.974
107;Ríos Rosas;181.220;183.650;184.852;171.946;172.740;163.705;142.613;83.199;168.152;200.380;191.056;175.408;166.676;192.367;178.179;191.956;181.942;168.946;9.343;0;0;0;96.371;154.047;160.658;174.382;192.909;157.246;181.439;181.230;142.523;92.579;176.807;206.177;205.122;176.639;193.587;203.472;207.451;211.654;207.395;199.232;167.459;97.586;186.100;230.653;217.684;189.302;210.358;221.840;234.090;208.880;213.342;205.646;175.863;107.966;203.264;251.069;236.404;198.894;216.997;219.657;91.526;11.435;22.688;56.892;74.287;51.353;84.481;97.746;98.098;94.736;89.486;98.780;112.993;110.954;115.404;119.727;104.406;72.070;142.403;168.793;178.356;141.154;131.432;158.671;196.034;158.813;170.698;162.045;127.051;88.926;175.309;195.371;196.433;180.279;189.798;202.008;220.038;175.988;198.472;187.218;123.112;86.268;162.966;209.467;210.472;179.782;194.940;212.881;195.740;214.823;198.747;186.494;154.412;99.753;197.377;241.185
108;Iglesia;262.562;262.750;277.164;263.736;268.022;255.951;219.962;131.630;241.502;289.677;278.055;264.225;263.733;288.557;274.748;299.799;290.060;268.695;14.037;0;0;0;152.428;244.377;257.664;268.372;299.835;252.204;293.414;287.908;245.743;158.761;264.663;308.141;307.725;276.248;305.476;305.508;307.339;317.930;316.461;307.138;255.096;146.943;269.204;337.243;326.527;288.281;326.652;317.751;335.662;305.814;320.881;306.612;261.258;163.583;293.701;368.516;358.478;309.315;329.133;327.479;139.322;23.559;47.039;106.790;126.983;88.288;139.793;156.312;154.293;154.479;140.853;157.007;177.514;174.939;180.086;188.295;157.853;109.822;203.594;237.049;247.897;210.333;198.704;227.477;277.065;231.579;249.271;243.218;191.523;133.571;247.953;277.853;284.877;263.366;275.284;285.783;311.983;265.240;300.000;281.386;181.559;126.571;222.997;295.138;301.819;272.478;296.750;311.102;289.469;318.900;302.642;283.767;238.589;160.279;282.303;335.317
109;Bilbao;402.139;396.524;414.743;398.691;397.870;380.119;326.481;211.405;362.172;425.208;414.977;400.958;394.593;411.729;394.510;421.607;399.141;384.980;179.470;112.649;197.652;224.544;325.820;390.179;400.304;411.784;441.252;371.099;406.536;398.209;341.303;232.826;378.978;431.315;427.877;401.232;420.681;421.263;431.081;429.457;414.333;396.562;343.261;222.009;367.000;443.973;434.891;406.452;444.973;440.754;464.917;420.720;426.611;390.607;297.840;131.379;212.893;387.773;390.738;359.774;326.266;290.821;133.944;17.915;42.846;114.311;146.085;104.020;160.648;179.785;177.088;185.520;171.128;185.759;213.524;208.331;217.665;226.805;198.728;142.792;253.173;298.933;307.431;273.207;254.924;289.190;345.479;300.822;314.031;309.313;251.206;179.703;313.313;358.530;361.090;351.760;366.561;368.589;403.275;346.951;376.964;356.196;251.715;173.715;295.575;387.423;393.344;378.518;385.357;407.941;388.915;410.356;389.697;374.576;324.563;225.340;372.015;434.705
110;Tribunal;360.630;360.511;379.415;364.519;377.891;360.526;318.371;215.167;355.317;433.955;411.575;405.432;377.983;394.328;387.908;415.865;396.495;374.659;232.037;165.426;277.745;306.526;380.105;430.955;410.638;398.207;429.199;398.798;428.607;424.166;387.738;278.966;414.262;482.819;469.226;461.045;458.811;456.895;477.065;486.073;468.592;444.864;394.386;278.759;469.312;556.375;538.403;537.426;543.799;531.285;571.394;508.995;539.244;522.044;457.972;332.959;536.697;596.289;577.949;544.199;564.902;577.964;216.292;22.979;53.742;149.346;197.376;148.885;218.122;251.784;236.888;266.812;228.838;253.010;295.554;285.115;301.331;315.617;266.207;193.464;329.302;390.247;386.254;342.304;319.649;352.332;403.718;361.021;370.587;363.140;318.760;230.837;388.898;451.839;447.736;442.318;449.108;461.593;507.464;450.959;465.553;443.344;317.483;228.905;378.645;482.806;494.120;485.862;471.826;487.510;488.299;503.775;486.288;452.115;400.752;292.380;463.495;550.828
111;Gran Vía;472.377;415.272;453.674;439.180;447.346;416.193;408.178;313.139;425.098;564.494;573.086;629.936;544.752;507.780;519.840;526.803;517.920;498.979;296.568;216.694;288.871;338.473;447.809;663.535;563.660;514.271;553.510;552.056;557.589;603.194;412.266;309.616;526.288;606.138;588.028;687.304;590.676;547.243;611.281;596.123;585.249;574.875;567.195;274.979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173.613;271.760;371.943;462.450;479.782;503.743;393.893;405.482;473.848;491.974;506.804;497.811;503.382;405.455;552.698;635.008;635.299;770.379;630.109;579.062;643.220;639.906;625.839;627.626;510.149;397.238;524.537;688.127;712.227;783.297;653.118;640.847;692.978;676.693;702.307;672.942;667.777;518.681;659.210;772.074
112;Sol;1.762.789;1.595.687;1.715.960;1.691.749;1.725.592;1.595.222;1.503.055;1.166.595;1.624.909;1.906.913;1.824.682;2.072.203;1.789.018;1.731.773;1.736.207;1.810.170;1.832.460;1.669.367;1.434.552;1.157.882;1.606.196;1.804.863;1.839.385;2.264.505;1.846.532;1.761.618;1.918.843;1.816.842;1.878.156;1.759.432;1.709.214;1.409.169;1.789.125;1.965.517;1.927.933;2.154.391;1.920.337;1.821.272;1.965.969;1.959.695;2.009.055;1.901.463;1.767.226;1.275.793;1.964.416;2.278.149;2.320.683;2.536.405;2.214.386;1.876.554;2.004.813;1.822.923;1.786.767;1.992.721;1.920.247;1.525.369;2.023.275;2.338.567;2.359.365;2.511.952;2.197.946;2.092.361;807.477;78.378;195.406;633.039;855.503;680.383;821.947;956.168;847.615;1.057.624;891.325;902.717;1.051.168;987.830;1.147.533;1.218.901;1.138.378;918.402;1.291.638;1.529.675;1.569.248;1.481.992;1.272.929;1.344.456;1.529.760;1.510.207;1.535.758;1.449.976;1.345.059;1.124.643;1.535.847;1.725.025;1.675.101;1.597.993;1.657.862;1.504.219;1.638.779;1.631.241;1.638.512;1.642.852;1.487.715;1.198.234;1.582.452;1.835.442;1.788.978;1.741.953;1.773.167;1.767.256;1.787.634;1.845.675;1.896.368;1.775.373;1.592.863;1.392.326;1.774.378;2.100.379
113;Tirso de Molina;250.253;245.496;267.050;258.367;270.582;254.762;225.660;170.327;246.296;288.786;276.135;274.792;260.283;275.175;274.938;288.425;285.240;259.858;15.478;0;0;0;140.475;261.273;253.248;258.149;294.271;276.137;292.783;293.395;333.869;283.292;294.181;324.330;316.083;319.006;310.204;317.741;341.914;343.906;344.523;323.296;290.880;211.865;305.929;370.062;360.972;357.406;348.906;350.917;385.179;347.935;361.741;343.762;301.239;236.654;323.372;386.789;368.296;353.138;344.823;347.688;145.849;22.531;48.351;112.066;142.691;111.969;149.680;174.083;167.283;187.695;159.253;176.184;208.733;206.438;219.267;218.740;191.530;152.677;237.372;282.187;287.972;268.494;239.816;263.736;305.030;279.028;296.341;281.037;238.084;194.242;284.009;332.940;332.087;346.714;327.059;340.012;379.237;348.366;362.588;268.734;0;0;23.406;303.699;330.586;355.648;328.448;349.918;371.594;368.712;374.446;347.595;304.237;250.626;337.573;418.658
114;Antón Martín;207.848;206.885;217.035;215.021;212.605;204.945;187.923;132.130;203.150;242.180;229.890;228.425;216.939;232.254;228.009;241.560;228.425;213.017;13.519;0;0;0;123.287;224.636;218.628;224.062;244.072;224.941;239.034;241.461;196.931;148.225;225.068;245.567;238.486;238.241;242.279;249.673;275.444;267.964;258.824;246.086;213.290;148.209;213.456;260.794;253.994;245.066;254.821;249.456;273.085;254.196;251.621;249.032;221.630;159.147;230.672;278.123;268.034;251.127;251.617;250.092;102.801;14.379;28.314;71.754;96.205;76.212;98.673;119.374;112.161;125.498;117.285;119.333;138.680;134.974;140.948;147.626;131.865;107.765;166.073;198.854;206.930;191.208;171.513;187.619;224.062;205.287;206.271;203.332;182.971;132.818;202.697;235.649;239.242;246.328;236.556;243.091;266.980;242.607;251.250;188.686;0;0;17.686;220.929;236.940;247.711;235.645;250.060;259.326;260.361;255.452;238.311;214.368;163.101;231.425;274.460
115;Estación del Arte;188.348;184.668;209.998;209.204;213.603;194.780;185.151;136.863;194.475;233.337;211.551;216.404;199.123;205.824;215.846;229.041;218.265;202.292;19.061;0;0;0;107.418;209.111;190.889;201.486;225.038;236.816;234.964;230.083;212.561;165.141;211.856;246.293;221.121;224.847;205.740;223.909;251.124;253.011;244.611;225.269;220.820;171.697;217.079;249.974;237.308;230.779;219.371;224.514;265.060;248.096;238.029;228.203;217.005;163.658;219.770;246.778;239.118;247.538;215.563;219.936;80.806;6.788;18.150;58.159;78.726;63.739;77.413;89.156;81.630;96.783;79.503;85.602;102.006;99.168;112.237;119.351;115.619;100.353;146.747;178.098;179.735;171.299;140.878;156.562;190.006;192.626;192.802;187.110;169.034;138.932;189.179;226.571;218.937;230.834;211.302;209.339;236.557;236.008;229.519;174.033;0;0;27.671;412.454;448.123;272.546;226.316;242.639;260.033;264.995;271.686;245.320;232.914;175.716;224.320;253.206
116;Atocha-Renfe;583.814;613.931;673.687;668.308;687.493;666.695;615.118;472.729;649.097;753.024;705.705;707.924;654.864;700.180;700.494;720.991;731.492;673.279;42.864;0;0;178.227;566.001;654.449;648.969;652.698;730.815;680.183;738.359;754.125;674.148;657.868;716.274;773.740;738.429;732.485;726.502;725.960;768.600;791.720;790.185;761.188;715.321;541.494;720.325;815.943;779.822;738.399;766.899;760.982;831.446;769.631;792.419;818.609;732.408;555.124;771.258;884.308;826.353;780.005;783.549;785.612;347.161;64.434;125.191;281.780;364.682;303.984;348.814;358.965;343.025;376.351;358.328;354.786;420.437;400.451;444.384;477.512;479.713;405.020;529.385;595.617;615.317;589.499;506.066;548.082;661.461;618.744;653.567;644.172;593.104;518.154;686.927;730.091;734.870;792.550;728.320;778.592;872.052;805.754;843.677;641.890;0;0;0;0;0;615.135;630.950;677.458;715.060;743.372;758.759;723.796;708.292;591.820;739.186;838.153
117;Menéndez Pelayo;175.947;177.942;183.008;175.844;178.014;169.340;144.055;92.956;161.808;196.357;189.154;180.881;175.101;188.442;178.259;191.794;180.399;168.181;9.665;0;0;27.895;134.081;170.077;172.689;175.521;192.628;162.725;186.791;183.478;140.902;94.901;164.848;196.379;198.115;182.309;192.949;193.918;196.324;203.204;203.583;193.337;158.438;102.425;175.076;216.358;206.223;190.388;202.040;199.417;209.925;189.454;199.382;193.081;160.614;105.653;181.984;222.065;216.627;196.458;205.020;206.781;83.477;11.784;24.187;63.200;81.009;59.149;86.262;100.821;100.619;99.229;95.323;99.537;113.976;111.706;119.135;123.649;107.950;77.775;136.179;157.745;162.931;139.254;131.020;146.262;174.770;149.525;161.815;153.301;121.767;88.113;156.678;171.856;174.488;161.540;170.116;160.442;166.279;139.693;155.063;114.504;0;0;14.757;156.364;173.428;169.321;175.724;187.357;177.157;195.659;192.622;178.052;147.918;105.136;173.729;211.791
118;Pacífico;338.393;353.641;374.348;357.792;363.813;353.328;308.699;208.291;334.244;389.362;375.305;368.700;351.469;374.857;361.350;386.113;374.651;367.873;464.014;383.230;560.770;542.820;403.065;391.904;390.060;391.573;429.431;365.431;406.157;403.424;333.244;251.473;383.702;429.976;423.554;396.365;415.544;411.144;422.545;437.991;438.142;424.191;366.505;270.717;393.899;467.892;451.485;420.375;446.553;441.134;473.701;425.448;451.710;442.656;400.105;287.259;433.360;501.443;476.826;436.687;463.820;465.402;207.296;42.193;82.132;178.564;217.367;170.457;223.633;241.951;239.057;245.884;233.022;242.638;278.349;268.434;282.036;297.155;439.738;202.829;312.671;358.731;358.755;330.179;308.221;340.408;405.650;345.648;373.486;366.889;307.809;219.351;364.089;396.173;410.360;392.295;404.382;413.516;462.418;402.906;444.611;523.183;720.589;579.972;768.166;510.139;473.610;451.403;458.866;478.095;452.087;498.557;487.411;463.623;412.830;314.284;459.455;534.786
119;Puente de Vallecas;267.822;261.733;285.241;275.528;288.038;277.132;254.163;194.110;265.248;301.787;292.208;298.185;278.246;286.006;285.274;297.157;293.536;276.707;18.221;0;0;71.185;234.027;268.026;277.834;277.905;312.544;288.013;314.906;313.333;284.085;235.533;304.153;332.758;326.270;322.433;319.966;311.975;334.546;340.115;349.720;342.437;316.115;250.259;317.932;361.948;353.349;353.901;352.736;341.574;374.021;346.646;363.383;356.155;333.685;264.695;336.269;387.079;374.976;369.048;366.632;362.386;172.765;39.610;84.199;174.240;214.159;177.605;186.198;212.779;202.303;226.436;216.767;214.127;246.605;238.164;257.231;265.317;243.595;209.454;269.716;308.228;309.441;296.168;275.767;289.434;338.537;310.798;333.976;321.778;294.160;250.687;330.640;361.723;361.504;364.208;363.934;355.353;403.592;364.636;386.884;292.799;0;0;29.039;313.688;345.475;366.968;363.867;368.929;374.095;393.612;398.441;375.516;356.272;299.259;371.881;415.446
120;Nueva Numancia;257.801;249.995;270.059;262.451;271.707;260.803;244.891;188.563;263.937;301.239;283.823;294.563;276.929;288.552;298.911;319.334;311.270;282.858;17.795;0;0;82.376;262.803;296.722;292.538;281.444;312.926;286.313;312.212;306.142;277.757;224.876;293.854;330.094;318.800;317.919;318.899;309.549;328.494;333.337;343.228;333.618;305.939;244.760;313.043;362.610;352.756;357.037;355.158;342.439;374.099;343.691;360.925;355.486;332.914;263.050;342.070;390.202;375.810;376.792;370.355;367.361;177.108;43.287;91.994;186.092;224.068;186.651;205.449;224.060;219.902;237.952;229.537;224.392;258.325;250.412;268.398;273.747;248.542;213.542;277.941;313.065;312.872;303.267;280.899;295.732;337.183;315.189;337.946;328.039;300.075;249.217;335.387;368.672;371.061;377.336;374.529;365.645;410.814;378.352;405.678;306.709;0;0;65.897;534.610;384.803;406.049;400.610;403.039;407.889;427.942;437.917;413.922;390.373;325.601;409.010;459.994
121;Portazgo;179.607;172.334;180.840;172.657;174.874;165.195;148.990;110.772;165.263;185.890;177.624;199.020;172.313;174.338;171.607;180.658;172.190;158.264;9.743;0;0;46.389;149.491;193.121;168.303;164.969;183.276;162.854;179.618;175.350;156.181;120.874;171.754;191.782;186.453;205.780;189.721;184.215;191.813;200.411;202.473;189.343;173.262;133.832;179.076;206.932;204.431;217.823;205.906;197.098;212.774;196.450;202.128;201.943;186.533;141.568;195.695;225.079;217.132;230.177;219.024;213.210;99.033;22.033;48.694;103.684;124.877;98.559;114.964;127.277;125.513;132.614;135.659;131.512;153.404;145.885;154.236;158.294;137.533;117.974;165.610;192.600;188.519;186.315;168.848;181.491;202.581;188.604;207.531;196.184;175.423;143.289;197.514;222.349;221.302;228.380;225.098;222.294;251.427;234.032;243.482;176.240;0;0;0;110.029;212.862;238.289;221.952;231.380;230.312;247.802;253.938;227.763;212.938;173.707;231.357;253.330
122;Buenos Aires;116.683;110.002;119.267;114.000;123.831;117.460;105.212;75.528;112.533;127.856;121.981;131.439;119.008;121.620;119.701;123.498;119.592;110.336;7.032;0;0;31.512;105.818;133.328;121.930;116.101;130.868;116.222;127.111;125.021;107.272;87.791;125.514;137.059;138.013;141.354;136.322;129.414;135.210;138.745;138.095;134.956;123.024;94.069;131.104;150.490;147.553;154.789;146.456;140.066;153.151;139.503;148.557;147.279;132.674;101.549;142.244;164.874;160.247;165.666;156.204;152.873;71.288;16.084;33.372;72.978;86.200;69.547;84.111;91.264;89.031;95.809;100.992;91.072;105.241;100.394;106.370;109.467;97.263;81.457;113.845;129.214;130.810;124.735;115.505;121.384;138.314;128.215;138.793;135.556;116.719;96.987;140.209;152.721;152.855;152.405;154.566;149.625;168.507;152.634;161.113;120.844;0;0;0;78.224;151.633;162.778;158.444;159.653;157.887;169.592;169.601;160.469;146.017;119.733;160.680;183.132
123;Alto del Arenal;138.079;134.236;143.902;140.861;143.633;140.096;128.136;97.639;136.906;150.193;146.739;154.083;143.316;142.451;145.926;150.456;148.423;139.201;8.818;0;62.173;115.204;142.331;160.891;153.824;147.696;164.425;147.968;163.713;157.464;139.518;117.031;155.223;173.129;167.766;168.702;167.787;159.071;169.181;169.779;172.617;166.580;152.713;123.312;157.124;180.920;175.434;178.424;174.338;164.942;179.692;166.635;175.985;170.344;158.259;127.125;163.894;187.363;182.543;183.451;179.284;176.661;87.097;23.874;45.266;90.421;108.661;89.820;101.353;111.238;108.952;116.463;120.474;110.723;126.344;124.127;131.579;134.756;120.721;102.437;135.568;151.612;154.083;149.644;137.139;143.532;166.269;153.602;164.674;159.472;142.948;120.538;162.776;176.828;177.484;179.528;179.447;173.470;194.049;176.295;190.617;145.229;0;0;0;98.104;179.936;188.894;187.598;187.356;187.368;199.494;202.287;193.175;176.679;150.025;191.848;217.732
124;Miguel Hernández;166.387;163.672;171.105;167.390;171.640;165.232;153.173;111.271;169.279;185.355;178.199;174.736;162.013;171.334;168.446;172.847;168.276;155.701;9.834;0;31.851;82.535;149.298;172.426;166.365;163.307;181.126;160.695;181.558;179.029;155.434;127.083;170.015;193.175;187.341;187.262;188.780;182.156;191.805;195.781;199.146;191.178;173.477;137.845;179.730;205.625;199.828;198.736;199.567;192.983;207.253;191.417;203.633;198.318;183.439;144.270;191.139;220.910;214.763;209.437;210.017;206.695;100.559;26.601;51.420;100.671;117.060;95.981;111.133;120.195;120.636;125.513;130.552;120.547;139.517;135.567;144.181;149.114;132.058;111.341;150.928;168.137;171.275;164.060;151.967;161.457;185.895;169.952;183.642;179.889;158.609;130.919;182.015;198.009;200.052;199.030;202.435;197.667;222.067;198.673;213.211;161.435;0;0;0;109.599;199.122;207.124;206.305;209.318;206.875;221.778;224.248;212.716;196.550;162.263;214.372;244.111
125;Sierra de Guadalupe;160.700;162.513;173.741;167.064;168.021;163.637;150.260;110.456;169.991;187.372;181.420;173.655;166.053;179.022;176.817;183.057;179.771;172.079;176.587;137.162;186.329;193.202;190.409;192.702;198.103;181.459;206.169;179.036;201.036;200.280;176.200;140.933;200.344;221.029;218.998;194.846;210.275;207.118;212.070;215.582;217.352;208.766;189.407;149.529;207.471;241.440;230.166;214.929;225.421;224.931;238.634;214.431;220.526;207.041;189.386;144.328;208.582;242.325;233.450;221.544;228.282;231.647;114.675;32.105;52.827;102.758;123.368;100.813;120.008;132.307;130.739;132.670;142.033;134.586;150.975;147.802;154.196;160.899;146.314;120.628;175.809;193.701;198.595;181.538;166.641;183.706;217.227;188.994;207.207;201.723;175.679;154.696;218.747;236.550;241.105;227.426;233.524;241.082;269.355;233.469;250.293;189.701;0;0;0;141.690;262.549;247.678;250.870;260.594;250.476;272.966;274.394;250.686;231.784;190.567;257.407;300.304
126;Villa de Vallecas;117.897;114.067;124.125;121.049;124.832;121.571;110.631;85.372;119.470;133.027;128.788;130.944;123.882;125.881;122.865;128.270;131.195;120.242;36.650;25.089;43.639;65.993;106.005;116.843;125.192;120.910;134.670;121.690;134.817;132.536;111.088;93.350;131.865;140.730;138.653;135.619;138.941;133.650;139.083;144.215;149.068;143.613;126.874;98.950;145.229;157.417;151.948;152.954;154.036;147.975;159.791;144.862;153.304;156.357;146.001;113.589;156.024;180.697;173.263;167.104;165.114;162.363;78.129;20.693;38.669;78.706;94.135;76.972;88.478;99.806;98.205;104.026;108.019;101.884;116.948;108.815;120.801;124.031;107.256;95.649;124.925;144.914;144.060;136.194;127.797;135.882;157.615;145.119;157.072;152.504;130.775;107.523;150.440;163.492;165.476;165.419;169.448;165.145;186.407;168.235;180.610;136.369;0;0;0;94.117;171.968;181.478;183.519;186.994;181.544;196.326;205.824;186.590;164.676;141.044;191.073;215.865
127;Congosto;101.569;98.661;107.503;105.260;109.135;106.240;93.451;67.880;102.130;117.470;113.728;113.649;105.294;108.331;107.851;113.121;111.576;106.519;62.732;46.742;75.056;91.272;107.639;114.638;110.904;108.469;121.732;103.454;117.032;114.339;96.872;73.389;109.431;122.688;118.079;114.142;117.596;112.799;115.684;119.039;122.144;118.513;102.231;76.311;113.285;131.755;126.456;120.966;125.412;122.456;132.376;119.197;127.600;123.686;111.451;79.806;121.834;142.508;134.243;127.611;132.633;131.739;63.640;16.298;29.084;58.560;69.438;52.718;69.256;76.973;77.350;79.084;78.935;76.584;88.429;84.175;90.613;94.143;82.113;65.557;99.691;109.807;112.068;105.472;98.860;104.559;122.628;107.841;117.517;115.726;97.162;78.898;121.201;130.761;130.711;125.128;129.567;126.183;142.405;125.476;137.346;102.942;0;0;0;67.029;125.217;123.566;129.046;131.732;128.254;140.258;140.193;131.700;114.546;91.410;131.532;151.781
